popularity,original_title,cast,director,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,release_month_name,release_month_num,release_quarter,profit,profit%
0.187319,Dick,Kirsten Dunst|Michelle Williams|Will Ferrell|Dan Hedaya|Bruce McCulloch,Andrew Fleming,94,Comedy,Columbia Pictures,1999-08-04,33,5.7,1999,17017687.0057261,35998953.2813438,August,8,summer,18981266.275617704,52.7272727272729
0.186474,Flawless,Robert De Niro|Philip Seymour Hoffman|Barry Miller|Chris Bauer|Skipp Sudduth,Joel Schumacher,112,Comedy|Drama,Metro-Goldwyn-Mayer (MGM),1999-11-26,24,6.2,1999,0.0,5875721.66447116,November,11,autumn,5875721.66447116,100.0
0.173433,The King and I,Miranda Richardson|Martin Vidnovic|Ian Richardson|Darrell Hammond|Christiane Noll,Richard Rich,87,Animation|Drama|Family,Rankin/Bass Productions|Warner Bros. Animation|NEST Family Entertainment|Rich Animation Studios|Warner Bros.,1999-03-19,14,4.7,1999,32726321.164858,15708634.1591318,March,3,spring,-17017687.005726196,-108.33333333333384
0.170248,Babylon 5: A Call to Arms,Bruce Boxleitner|Jerry Doyle|Jeff Conaway|Carrie Dobro|Peter Woodward,Michael Vejar,94,Action|Drama|Science Fiction|Adventure,Babylonian Productions|Turner Network Television (TNT),1999-01-03,13,6.8,1999,0.0,0.0,January,1,winter,0.0,0.0
0.167869,A Walk on the Moon,Diane Lane|Viggo Mortensen|Liev Schreiber|Anna Paquin|Tovah Feldshuh,Tony Goldwyn,107,Drama|Romance,Miramax Films|Village Roadshow Pictures|Groucho II Film Partnership|Punch 21 Productions,1999-01-29,11,6.4,1999,18326739.8523205,0.0,January,1,winter,-18326739.8523205,-inf
0.166168,Resurrection,Christopher Lambert|Leland Orser|Barbara Tyson|Mike Anscombe|Jeff J.J. Authors,Russell Mulcahy,103,Crime|Drama|Horror,Interlight|Baldwin/Cohen Productions,1999-06-05,19,6.1,1999,13090528.4659432,0.0,June,6,summer,-13090528.4659432,-inf
0.081035,Terror Firmer,Will Keenan|Alyce LaTourelle|Lloyd Kaufman|Trent Haaga|Sheri Wenden,Lloyd Kaufman,114,Comedy|Horror,Troma Entertainment|Santa Monica Holdings,1999-05-01,10,6.3,1999,0.0,0.0,May,5,spring,0.0,0.0
0.163336999999999,Outside Providence,Shawn Hatosy|Amy Smart|Alec Baldwin|Jon Abrahams|Richard Jenkins,Michael Corrente,96,Romance|Comedy|Drama,Miramax Films|Eagle Beach Productions,1999-08-16,12,5.6,1999,9163369.92616025,9545842.44161395,August,8,summer,382472.5154537,4.0066921048933
0.162638,Passport to Paris,Mary-Kate Olsen|Ashley Olsen|Peter White|Matt Winston|Yvonne SciÃ²,Alan Metter,87,Comedy|Drama|Family,Hollyridge Productions,1999-11-09,28,6.1,1999,0.0,0.0,November,11,autumn,0.0,0.0
0.161076,Hum Dil De Chuke Sanam,Aishwarya Rai Bachchan|Salman Khan|Ajay Devgn|Vikram Gokhale|Smita Jaykar,Sanjay Leela Bhansali,188,Drama|Romance,Bhansali Films,1999-06-18,16,6.6,1999,0.0,0.0,June,6,summer,0.0,0.0
0.153649,Children of the Corn 666: Isaac's Return,John Franklin|Natalie Ramsey|Paul Popowich|Nancy Allen|Stacy Keach,Kari Skogland,82,Horror|Mystery,Blue Rider Pictures,1999-10-19,11,3.4,1999,0.0,0.0,October,10,autumn,0.0,0.0
0.175782,Breakfast of Champions,Bruce Willis|Albert Finney|Nick Nolte|Barbara Hershey|Glenne Headly,Alan Rudolph,110,Comedy,Hollywood Pictures,1999-02-13,15,4.8,1999,15708634.1591318,0.0,February,2,winter,-15708634.1591318,-inf
0.145004,In Dreams,Annette Bening|Aidan Quinn|Stephen Rea|Robert Downey Jr.|Paul Guilfoyle,Neil Jordan,100,Drama|Thriller,DreamWorks SKG|Amblin Entertainment,1999-01-15,15,4.7,1999,0.0,0.0,January,1,winter,0.0,0.0
0.144508,Body Shots,Jerry O'Connell|Amanda Peet|Sean Patrick Flanery|Tara Reid|Ron Livingston,Michael Cristofer,106,Drama|Romance,New Line Cinema|Colomby/Keaton Productions,1999-10-07,11,4.6,1999,0.0,314033.923580898,October,10,autumn,314033.923580898,100.0
0.134902,Rang-e khoda,Hossein Mahjoub|Mohsen Ramezani|Salameh Feyzi|Farahnaz Safari|Elham Sharifi,Majid Majidi,90,Family|Drama,Varahonar Company,1999-02-08,17,6.8,1999,0.0,0.0,February,2,winter,0.0,0.0
0.132643,Blackadder Back & Forth,Rowan Atkinson|Tony Robinson|Stephen Fry|Hugh Laurie|Tim McInnerny,Paul Weiland,33,Comedy|History,Tiger Aspect Productions|Sky TV,1999-12-06,15,6.8,1999,5563474.59802587,0.0,December,12,winter,-5563474.59802587,-inf
0.50812,Wishmaster 2: Evil Never Dies,Andrew Divoff|Paul Johansson|Holly Fields|Bokeem Woodbine,Jack Sholder,96,Fantasy|Horror|Science Fiction,Artisan Entertainment|CTV International,1999-03-12,18,4.9,1999,3272632.1164858,0.0,March,3,spring,-3272632.1164858,-inf
0.129744,Dudley Do-Right,Brendan Fraser|Sarah Jessica Parker|Alfred Molina|Eric Idle|Robert Prosky,Hugh Wilson,77,Comedy|Family|Romance,Universal Pictures|Joseph M. Singer Entertainment|Davis Entertainment,1999-08-27,19,3.5,1999,91633699.2616025,0.0,August,8,summer,-91633699.2616025,-inf
0.127664,Doug's 1st Movie,Thomas McHugh|Fred Newman|Chris Phillips|Constance Shulman,Maurice Joyce,77,Animation|Family|Comedy,Walt Disney Pictures,1999-03-26,10,5.4,1999,0.0,0.0,March,3,spring,0.0,0.0
0.126159,Ratcatcher,William Eadie|Tommy Flanagan|Mandy Matthews|Michelle Stewart|Lynne Ramsay Jr.,Lynne Ramsay,94,Drama|Foreign,BBC Films,1999-11-12,10,7.2,1999,0.0,0.0,November,11,autumn,0.0,0.0
0.122365,Chris Rock: Bigger & Blacker,Chris Rock|Slick Rick,Keith Truesdell,65,Comedy,Home Box Office (HBO)|CR Enterprises|Production Partners,1999-07-10,13,7.4,1999,0.0,0.0,July,7,summer,0.0,0.0
0.118187,Trick,Tori Spelling|Christian Campbell|John Paul Pitoc|Brad Beyer,Jim Fall,89,Comedy|Romance,Fine Line Features,1999-07-23,10,6.5,1999,589073.780967445,2683028.16911549,July,7,summer,2093954.3881480447,78.04444292652938
0.116694,Baby Geniuses,Kathleen Turner|Christopher Lloyd|Kim Cattrall|Peter MacNicol|Dom DeLuise,Bob Clark,97,Comedy|Family|Science Fiction,TriStar Pictures|Crystal Sky Worldwide|Triumph,1999-03-12,34,3.8,1999,15708634.1591318,47715939.7212581,March,3,spring,32007305.562126294,67.07885404563584
0.107256,Komodo,Kevin Zegers|Jill Hennessy|Billy Burke,Michael Lantieri,90,Adventure|Horror|Thriller,unknown,1999-01-01,13,4.5,1999,0.0,0.0,January,1,winter,0.0,0.0
0.105168,Plunkett & MacLeane,Jonny Lee Miller|Robert Carlyle|Liv Tyler|Ken Stott|Michael Gambon,Jake Scott,93,Drama|Action|Comedy,Arts Council of England|PolyGram Filmed Entertainment|Working Title Films,1999-01-22,17,5.9,1999,0.0,0.0,January,1,winter,0.0,0.0
0.100043,David Copperfield,CiarÃ¡n McMenamin|Emilia Fox|Maggie Smith|Daniel Radcliffe|Michael Elphick,Simon Curtis,185,Drama,British Broadcasting Corporation (BBC),1999-12-25,15,7.3,1999,0.0,0.0,December,12,winter,0.0,0.0
0.096582,Batman Beyond: The Movie,Will Friedle|Kevin Conroy|Michael Ansara|Linda Hamilton|Sherman Howard,Curt Geda|Dan Riba|Yukio Suzuki|Butch Lukic,132,Animation|Action|Family,DC Comics|Warner Bros. Family Entertainment,1999-01-10,24,6.4,1999,0.0,0.0,January,1,winter,0.0,0.0
0.083178,The Thirteenth Year,Chez Starbuck|Justin Jon Ross|Courtnee Draper|Dave Coulier|Kristen Stewart,Duwayne Dunham,95,TV Movie|Adventure|Comedy|Family,unknown,1999-05-15,12,5.5,1999,0.0,0.0,May,5,spring,0.0,0.0
0.238748,East Is East,Om Puri|Linda Bassett|Ian Aspinall|Jimi Mistry|Archie Panjabi,Damien O'Donnell,97,Comedy,BBC|Assassin Films|Film4,1999-05-14,24,6.5,1999,4974400.81705842,36915290.2739598,May,5,spring,31940889.45690138,86.52482269503544
0.090186,Lost & Found,David Spade|Sophie Marceau|Ever Carradine|Stephanie Chang|Neal MacMillan,Jeff Pollack,95,Comedy|Romance,Alcon Entertainment|Dinamo Entertainment,1999-04-23,14,4.8,1999,1.30905284659432,130.905284659432,April,4,spring,129.5962318128377,99.00000000000001
0.089789,Walking with Dinosaurs,Kenneth Branagh,Tim Haines|Jasper James,180,Documentary|Animation,British Broadcasting Corporation (BBC)|Discovery Channel|Pro 7|TV Asahi|France 3 (FR 3),1999-10-04,13,7.4,1999,12056376.7171337,0.0,October,10,autumn,-12056376.7171337,-inf
0.10041,Johnny Tsunami,Brandon Baker|Yuji Okumoto|Mary Page Keller|Lee Thompson Young|Kirsten Storms,Steve Boyum,88,TV Movie|Family|Drama,Film Roman Productions,1999-07-24,12,4.9,1999,0.0,0.0,July,7,summer,0.0,0.0
0.19893,Switching Goals,Mary-Kate Olsen|Ashley Olsen|Kathryn Greenwood|Trevor Blumas|Joe Grifasi,David Steinberg,85,Comedy|Family,Warner Bros. Television|Dualstar Productions,1999-12-12,21,4.2,1999,0.0,0.0,December,12,winter,0.0,0.0
0.082451,Bad ma ra khahad bord,Behzad Dorani,Abbas Kiarostami,118,Drama|Foreign,unknown,1999-09-06,14,5.5,1999,0.0,0.0,September,9,autumn,0.0,0.0
0.077584,Guest House Paradiso,Rik Mayall|Adrian Edmondson|Bill Nighy|Kate Ashfield|Steve O'Donnell,Adrian Edmondson,89,Comedy,Universal Pictures,1999-12-03,14,5.6,1999,0.0,0.0,December,12,winter,0.0,0.0
0.079104,Tea with Mussolini,Cher|Judi Dench|Joan Plowright|Maggie Smith|Lily Tomlin,Franco Zeffirelli,117,Comedy|Drama|War,Medusa Produzione|Cattleya|Cineritmo|Film and General Productions,1999-03-25,17,5.7,1999,15708634.1591318,27492155.82808,March,3,spring,11783521.668948198,42.861395601841885
0.064295,"Sabrina, Down Under",Melissa Joan Hart|Tara Strong|Scott Michaelson|Lindsay Sloane|Nick Bakay,Kenneth R. Koch,120,Comedy|Fantasy,unknown,1999-01-01,15,4.7,1999,0.0,0.0,January,1,winter,0.0,0.0
0.051594,George Carlin: You Are All Diseased,George Carlin,Rocco Urbisci,65,TV Movie|Comedy|Documentary,Cable Stuff Productions,1999-02-06,10,6.9,1999,0.0,0.0,February,2,winter,0.0,0.0
0.034182,Come te nessuno mai,Silvio Muccino|Giulia Carmigniani|Giuseppe Sanfelice|Giulia Steigerwalt|Luca De Filippo,Gabriele Muccino,90,Comedy|Drama|Foreign,Rai Cinemafiction|Fandango|Mikado Film,1999-10-01,18,5.2,1999,0.0,0.0,October,10,autumn,0.0,0.0
0.044502,æˆé¾çš„ç‰¹æŠ€,Jackie Chan|Ken Lo|Bradley James Allan|Anthony Carpio|Mars,Jackie Chan,94,Documentary,Media Asia Films Ltd.|Jackie Chan Group,1999-03-30,11,6.9,1999,0.0,0.0,March,3,spring,0.0,0.0
0.043438,Scooby-Doo! and the Witch's Ghost,Scott Innes|Mary Kay Bergman|Frank Welker|B. J. Ward|Kimberly Brooks,Jim Stenstrum,70,Animation|Comedy,Hanna-Barbera Productions,1999-11-05,24,6.8,1999,0.0,0.0,November,11,autumn,0.0,0.0
0.038156,Storm of the Century,Timothy Daly|Debrah Farentino|Julianne Nicholson,Craig R. Baxley,257,Thriller|Horror,unknown,1999-02-14,23,5.2,1999,0.0,0.0,February,2,winter,0.0,0.0
0.181712,Mulholland Dr.,Justin Theroux|Naomi Watts|Laura Harring|Ann Miller|Robert Forster,David Lynch,88,TV Movie|Drama|Mystery|Romance,Imagine Television|Picture Factory,1999-01-01,15,5.9,1999,0.0,0.0,January,1,winter,0.0,0.0
0.015074,Sarfarosh,Naseeruddin Shah|Aamir Khan|Sonali Bendre|Mukesh Rishi,John Mathew Matthan,162,Foreign,unknown,1999-04-30,12,7.0,1999,0.0,0.0,April,4,spring,0.0,0.0
8.575419,The Lord of the Rings: The Fellowship of the Ring,Elijah Wood|Ian McKellen|Viggo Mortensen|Liv Tyler|Orlando Bloom,Peter Jackson,178,Adventure|Fantasy|Action,WingNut Films|New Line Cinema|The Saul Zaentz Company,2001-12-18,6079,7.8,2001,114528394.852527,1073079785.52895,December,12,winter,958551390.676423,89.32713145872253
8.021423,Harry Potter and the Philosopher's Stone,Daniel Radcliffe|Rupert Grint|Emma Watson|John Cleese|Robbie Coltrane,Chris Columbus,152,Adventure|Fantasy|Family,1492 Pictures|Warner Bros.|Heyday Films,2001-11-16,4265,7.2,2001,153936014.58673,1202518036.06708,November,11,autumn,1048582021.48035,87.19886022747828
4.436367,Mulholland Drive,Naomi Watts|Laura Harring|Ann Miller|Dan Hedaya|Justin Theroux,David Lynch,147,Thriller|Drama|Mystery,Asymmetrical Productions|Les Films Alain Sarde|Babbo Inc.|The Picture Factory|Canal+,2001-05-16,709,7.4,2001,18472321.7504076,24774263.9180016,May,5,spring,6301942.167594001,25.43745472500134
3.851009,Donnie Darko,Jake Gyllenhaal|Patrick Swayze|Drew Barrymore|Maggie Gyllenhaal|Holmes Osborne,Richard Kelly,113,Fantasy|Drama|Mystery,Pandora Cinema|Flower Films|Adam Fields Productions,2001-01-18,1777,7.5,2001,7388928.70016306,1564632.74499809,January,1,winter,-5824295.95516497,-372.2468402751011
3.204295,"Monsters, Inc.",John Goodman|Billy Crystal|Mary Gibbs|Steve Buscemi|James Coburn,Lee Unkrich|David Silverman|Pete Docter,92,Fantasy|Animation|Family|Comedy,Walt Disney Pictures|Pixar Animation Studios,2001-11-01,3899,7.3,2001,141621133.419792,693101531.14612,November,11,autumn,551480397.7263279,79.56704363564083
2.971372,A.I. Artificial Intelligence,Haley Joel Osment|Frances O'Connor|Sam Robards|Jake Thomas|Jude Law,Steven Spielberg,146,Drama|Science Fiction|Adventure,DreamWorks SKG|Amblin Entertainment|Stanley Kubrick Productions|Warner Bros.,2001-06-29,1133,6.6,2001,123148811.669384,290540745.200552,June,6,summer,167391933.53116798,57.61392723613417
2.918566,Shrek,Mike Myers|Eddie Murphy|Cameron Diaz|John Lithgow|Vincent Cassel,Andrew Adamson|Vicky Jenson,90,Adventure|Animation|Comedy|Family|Fantasy,DreamWorks SKG|Pacific Data Images (PDI)|DreamWorks Animation,2001-05-16,2284,7.1,2001,73889287.0016306,596544195.583957,May,5,spring,522654908.58232635,87.61377823326227
2.717399,Bridget Jones's Diary,RenÃ©e Zellweger|Colin Firth|Hugh Grant|Gemma Jones|Jim Broadbent,Sharon Maguire,97,Comedy|Romance|Drama,Miramax Films|Universal Pictures|Studio Canal|Working Title Films|Little Bird,2001-04-13,751,6.5,2001,30787202.917346,347193192.284431,April,4,spring,316405989.367085,91.13254418533523
2.642249,Ocean's Eleven,George Clooney|Brad Pitt|Matt Damon|Andy GarcÃ­a|Julia Roberts,Steven Soderbergh,116,Thriller|Crime,Village Roadshow Pictures|Section Eight|NPV Entertainment|Jerry Weintraub Productions|Warner Bros.,2001-12-07,2645,7.0,2001,104676489.918976,555052814.215116,December,12,winter,450376324.29614,81.14116580653753
2.478879,Pearl Harbor,Ben Affleck|Josh Hartnett|Kate Beckinsale|Cuba Gooding Jr.|Jon Voight,Michael Bay,183,History|Romance|War,Jerry Bruckheimer Films|Touchstone Pictures,2001-05-21,1044,6.6,2001,172408336.337138,553210255.537478,May,5,spring,380801919.20034,68.83493488933378
2.449323,The Mummy Returns,Brendan Fraser|Rachel Weisz|John Hannah|Arnold Vosloo|Oded Fehr,Stephen Sommers,130,Action|Adventure|Drama|Fantasy|Horror,Universal Pictures|Alphaville Films|Imhotep Productions,2001-04-28,1372,5.8,2001,120685835.435996,533250701.301695,April,4,spring,412564865.865699,77.36789934989395
2.217239,Atlantis: The Lost Empire,Michael J. Fox|Corey Burton|Claudia Christian|James Garner|John Mahoney,Gary Trousdale|Kirk Wise,95,Animation|Family|Adventure|Science Fiction,Walt Disney Pictures|Walt Disney Feature Animation,2001-06-02,689,6.5,2001,147778574.003261,229122951.404124,June,6,summer,81344377.40086299,35.50250068898112
2.179727,Lara Croft: Tomb Raider,Angelina Jolie|Jon Voight|Iain Glen|Noah Taylor|Daniel Craig,Simon West,100,Adventure|Fantasy|Action|Thriller,Paramount Pictures|Toho-Towa|Mutual Film Company|Lawrence Gordon Productions|British Broadcasting Corporation (BBC),2001-06-11,1510,5.6,2001,141621133.419792,338293898.826108,June,6,summer,196672765.40631598,58.136657530265126
2.169826,A Beautiful Mind,Russell Crowe|Ed Harris|Jennifer Connelly|Christopher Plummer|Paul Bettany,Ron Howard,135,Drama|Romance,Imagine Entertainment|DreamWorks SKG|Universal Pictures,2001-12-11,1786,7.5,2001,73889287.0016306,386123667.021868,December,12,winter,312234380.0202374,80.86382853153471
2.116602,American Pie 2,Jason Biggs|Thomas Ian Nicholas|Chris Klein|Seann William Scott|Eddie Kaye Thomas,J.B. Rogers,108,Comedy|Romance,Universal Pictures|Liveplanet|Zide-Perry Productions,2001-08-10,777,5.9,2001,36944643.5008153,354118835.155094,August,8,summer,317174191.65427876,89.56716225370091
2.061559,The Princess Diaries,Anne Hathaway|Julie Andrews|Heather Matarazzo|Robert Schwartzman|HÃ©ctor Elizondo,Garry Marshall,115,Comedy|Family|Romance,Walt Disney Pictures|BrownHouse Productions|Bottom of the Ninth Productions,2001-08-03,534,6.3,2001,45565060.3176722,203608276.191258,August,8,summer,158043215.87358582,77.62121404393652
1.925281,Moulin Rouge!,Nicole Kidman|Ewan McGregor|John Leguizamo|Jim Broadbent|Richard Roxburgh,Baz Luhrmann,127,Romance|Drama|Music,Bazmark Films|Twentieth Century Fox Film Corporation,2001-03-09,714,7.2,2001,64653126.1264267,220699214.322896,March,3,spring,156046088.1964693,70.70532112006735
1.862114,Planet of the Apes,Mark Wahlberg|Tim Roth|Helena Bonham Carter|Michael Clarke Duncan|Kris Kristofferson,Tim Burton,119,Thriller|Science Fiction|Action|Adventure,"Twentieth Century Fox Film Corporation|Tim Burton Productions|Zanuck Company, The",2001-07-25,702,5.5,2001,123148811.669384,446059453.537,July,7,summer,322910641.867616,72.39183909389581
1.857978,The Royal Tenenbaums,Gene Hackman|Anjelica Huston|Ben Stiller|Gwyneth Paltrow|Luke Wilson,Wes Anderson,110,Comedy|Drama,Touchstone Pictures,2001-10-05,679,7.3,2001,25861250.4505707,87979050.416754,October,10,autumn,62117799.966183305,70.60521757388064
1.846848,Blow,Johnny Depp|PenÃ©lope Cruz|Ethan Suplee|Ray Liotta|Franka Potente,Ted Demme,124,Crime|Drama,New Line Cinema,2001-04-04,788,7.3,2001,65268870.1847737,102561157.854979,April,4,spring,37292287.670205295,36.36102443669407
1.839325,Enemy at the Gates,Jude Law|Rachel Weisz|Ed Harris|Joseph Fiennes|Bob Hoskins,Jean-Jacques Annaud,131,War,Paramount Pictures|Swanford Films|Mandalay Pictures|Little Bird|KC Medien,2001-03-13,583,7.1,2001,86204168.168569,119425124.106293,March,3,spring,33220955.937723994,27.81739285291096
1.735123,Black Hawk Down,Josh Hartnett|Ewan McGregor|Jason Isaacs|Tom Sizemore|William Fichtner,Ridley Scott,144,Action|History|War,Jerry Bruckheimer Films|Revolution Studios|Scott Free Productions,2001-12-28,1201,7.1,2001,113296906.735833,213034699.517515,December,12,winter,99737792.781682,46.81762783601452
1.69775299999999,Legally Blonde,Reese Witherspoon|Luke Wilson|Selma Blair|Matthew Davis|Victor Garber,Robert Luketic,96,Comedy,Marc Platt Productions|Metro-Goldwyn-Mayer (MGM),2001-07-13,480,6.1,2001,22166786.1004891,174593832.436584,July,7,summer,152427046.3360949,87.30379773951033
1.692141,A Knight's Tale,Heath Ledger|Rufus Sewell|Shannyn Sossamon|Paul Bettany|Laura Fraser,Brian Helgeland,132,Adventure|Drama|Romance|Action,Columbia Pictures Corporation|Escape Artists|Black and Blu Entertainment|Finestkind,2001-05-11,521,6.5,2001,80046727.5850998,144684426.859888,May,5,spring,64637699.274788186,44.674952707510926
1.581446,Zoolander,Ben Stiller|Owen Wilson|Christine Taylor|Will Ferrell|Milla Jovovich,Ben Stiller,89,Comedy,Paramount Pictures|Village Roadshow Pictures|NPV Entertainment|Scott Rudin Productions|Red Hour Productions,2001-09-28,791,6.1,2001,34481667.2674276,74851055.8224943,September,9,autumn,40369388.5550667,53.93295807450035
1.456526,Not Another Teen Movie,Chyler Leigh|Chris Evans|Jaime Pressly|Eric Christian Olsen|Mia Kirshner,Joel Gallen,89,Comedy,Original Film|Columbia Pictures Corporation|Neal H. Moritz Productions,2001-12-07,223,5.3,2001,19703809.8671014,81854960.9944611,December,12,winter,62151151.1273597,75.92838646831106
1.450364,Scary Movie 2,Anna Faris|Marlon Wayans|James DeBello|Shawn Wayans|David Cross,Keenen Ivory Wayans,83,Comedy,Gold/Miller Productions|Wayans Bros. Entertainment|Dimension Films|Brad Grey Pictures,2001-07-04,474,5.5,2001,55416965.2512229,173911586.788447,July,7,summer,118494621.53722408,68.13497808019294
1.447916,Rush Hour 2,"Chris Tucker|Jackie Chan|Zhang Ziyi|Roselyn SÃ¡nchez|Ernie Reyes, Jr.",Brett Ratner,90,Action|Comedy|Crime|Thriller,New Line Cinema,2001-08-03,622,6.5,2001,110833930.502445,427727597.784158,August,8,summer,316893667.281713,74.0877298830798
1.446063,Training Day,Denzel Washington|Ethan Hawke|Scott Glenn|Tom Berenger|Harris Yulin,Antoine Fuqua,122,Action|Crime|Drama|Thriller,Village Roadshow Pictures|NPV Entertainment|Warner Bros.|Outlaw Productions (I)|WV Films II,2001-10-05,1029,7.2,2001,55416965.2512229,129153834.663114,October,10,autumn,73736869.4118911,57.09228038348765
1.406682,The Others,Nicole Kidman|Christopher Eccleston|Alakina Mann|James Bentley|Eric Sykes,Alejandro AmenÃ¡bar,101,Horror|Drama|Mystery|Thriller,Cruise/Wagner Productions|Canal Plus|Sogecine|Las Producciones del Escorpion|Lucky Red,2001-08-02,872,7.1,2001,20935297.9837953,258547281.200582,August,8,summer,237611983.21678668,91.90271973211985
1.213215,Jimmy Neutron: Boy Genius,Debi Derryberry|Megan Cavanagh|Mark DeCarlo|Jeffrey Garcia|Patrick Stewart,John A. Davis,83,Adventure|Fantasy|Animation|Action|Comedy,Nickelodeon Movies|Universal Cartoon Studios|Paramount Animation,2001-12-21,139,5.5,2001,30787202.917346,99672007.917976,December,12,winter,68884805.00063,69.11148519985471
1.20913,Jay and Silent Bob Strike Back,Kevin Smith|Jason Mewes|Ben Affleck|Jeff Anderson|Brian O'Halloran,Kevin Smith,104,Comedy,Dimension Films|View Askew Productions|Miramax,2001-08-22,244,6.3,2001,27092738.5672645,41609718.7564383,August,8,summer,14516980.189173799,34.88843621882827
1.195555,Serendipity,John Cusack|Kate Beckinsale|Jeremy Piven|Bridget Moynahan|Eugene Levy,Peter Chelsom,90,Comedy|Romance,Miramax Films|Tapestry Films|Simon Fields Productions,2001-10-05,310,6.6,2001,34481667.2674276,95460407.2260274,October,10,autumn,60978739.9585998,63.878566759323306
1.134012,Cats & Dogs,Jeff Goldblum|Elizabeth Perkins|Alexander Pollock|Miriam Margolyes|Tobey Maguire,Lawrence Guterman,87,Comedy|Family,Village Roadshow Pictures|NPV Entertainment|Mad Chance|Zide-Perry Productions|Warner Bros.,2001-07-04,182,5.0,2001,73889287.0016306,114990388.850993,July,7,summer,41101101.8493624,35.74307579968451
1.131878,Vanilla Sky,Tom Cruise|PenÃ©lope Cruz|Cameron Diaz|Kurt Russell|Jason Lee,Cameron Crowe,136,Drama|Mystery|Romance|Science Fiction|Thriller,Paramount Pictures|Cruise-Wagner Productions|Vinyl Films,2001-12-10,628,6.3,2001,83741191.9351813,250470325.015575,December,12,winter,166729133.08039367,66.56642181864298
1.125434,Mike's New Car,Billy Crystal|John Goodman,Pete Docter|Roger Gould,4,Animation|Family,Pixar Animation Studios,2001-12-31,82,6.8,2001,0.0,0.0,December,12,winter,0.0,0.0
1.065364,Kiss of the Dragon,Jet Li|Bridget Fonda|TchÃ©ky Karyo|Max Ryan|Ric Young,Chris Nahon,98,Action|Crime|Thriller,Twentieth Century Fox Film Corporation|Current Entertainment|Immortal Entertainment|Canal+|EuropaCorp,2001-07-06,152,6.3,2001,30787202.917346,79354442.845836,July,7,summer,48567239.92849,61.20292473458969
1.063015,Spy Game,Robert Redford|Brad Pitt|Catherine McCormack|Stephen Dillane|Larry Bryggman,Tony Scott,126,Action|Crime|Thriller,Universal Pictures|Metropolitan Filmexport|Toho-Towa|Red Wagon Productions|Beacon Communications,2001-11-18,342,6.5,2001,113296906.735833,176163833.238282,November,11,autumn,62866926.50244899,35.68662497109392
1.062734,Swordfish,John Travolta|Hugh Jackman|Halle Berry|Don Cheadle|Sam Shepard,Dominic Sena,99,Action|Crime|Thriller,Village Roadshow Pictures|NPV Entertainment|Silver Pictures|Warner Bros.|Jonathan Krane Group,2001-06-07,606,6.0,2001,125611787.902772,181127780.807922,June,6,summer,55515992.90515001,30.65018113594748
1.061903,Shallow Hal,Gwyneth Paltrow|Jack Black|Jason Alexander|Joe Viterelli|Bruce McGill,Bobby Farrelly|Peter Farrelly,114,Comedy|Romance,Twentieth Century Fox Film Corporation,2001-11-01,394,5.5,2001,49259524.6677537,173725856.213664,November,11,autumn,124466331.5459103,71.64525434419514
1.046249,Barbie in the Nutcracker,Kelly Sheridan|Kirby Morrow|Tim Curry,Owen Hurley,76,Animation|Family,Rainmaker Entertainment,2001-09-30,73,6.5,2001,0.0,0.0,September,9,autumn,0.0,0.0
0.993311,Lady and the Tramp II: Scamp's Adventure,Scott Wolf|Alyssa Milano|Chazz Palminteri|Jeff Bennett|Jodi Benson,Darrell Rooney|Jeannine Roussel,69,Animation,Walt Disney Pictures|Walt Disney Animation Australia|DisneyToon Studios|Walt Disney Television Animation,2001-02-18,126,5.8,2001,0.0,0.0,February,2,winter,0.0,0.0
0.976997,AntiTrust,Ryan Phillippe|Rachael Leigh Cook|Tim Robbins|Claire Forlani|Richard Roundtree,Peter Howitt,108,Action|Crime|Drama,Industry Entertainment|Epsilon Motion Pictures|Hyde Park Films|Metro-Goldwyn-Mayer (MGM),2001-01-12,82,5.6,2001,36944643.5008153,21961127.5850013,January,1,winter,-14983515.915814001,-68.22744350361695
0.974222,Final Fantasy: The Spirits Within,Donald Sutherland|Ming-Na Wen|Alec Baldwin|Ving Rhames|Steve Buscemi,Hironobu Sakaguchi|Motonori Sakakibara,106,Adventure|Action|Animation|Fantasy|Science Fiction,Columbia Pictures|Square USA|Chris Lee Productions,2001-07-02,257,5.6,2001,168713871.987056,104838836.9974,July,7,summer,-63875034.98965599,-60.926882459827446
0.952027,Waking Life,Wiley Wiggins|Ethan Hawke|Julie Delpy|Ken Webster|Adam Goldberg,Richard Linklater,99,Animation|Drama,Fox Searchlight Pictures|Thousand Words|Independent Film Channel (IFC)|Detour Filmproduction|Line Research,2001-01-23,126,7.2,2001,0.0,3912289.96816233,January,1,winter,3912289.96816233,100.0
0.945429,Original Sin,Angelina Jolie|Antonio Banderas|Gregory Itzin|Jack Thompson|Allison Mackie,Michael Cristofer,118,Drama|Thriller|Mystery|Romance,Metro-Goldwyn-Mayer (MGM),2001-08-03,115,5.8,2001,51722500.9011414,43597536.3833927,August,8,summer,-8124964.517748699,-18.63629276273437
